Date,BND,SPY,TSLA
2015-01-02,60.3859977722168,170.58958435058594,14.620667457580566
2015-01-05,60.5612907409668,167.50880432128906,14.005999565124512
2015-01-06,60.73664855957031,165.9310302734375,14.085332870483398
2015-01-07,60.77317810058594,167.99874877929688,14.063332557678223
2015-01-08,60.67821502685547,170.9799346923828,14.041333198547363
2015-01-09,60.780521392822266,169.6097412109375,13.77733325958252
2015-01-12,60.86088943481445,168.2811279296875,13.480667114257812
2015-01-13,60.91934585571289,167.80776977539062,13.616666793823242
2015-01-14,61.05813980102539,166.794677734375,12.845999717712402
2015-01-15,61.328468322753906,165.26669311523438,12.791333198547363
2015-01-16,61.145851135253906,167.43411254882812,12.871333122253418
2015-01-20,61.08005905151367,167.7911834716797,12.795332908630371
2015-01-21,60.963138580322266,168.63816833496094,13.104666709899902
2015-01-22,60.977752685546875,171.14593505859375,13.441332817077637
2015-01-23,61.17502212524414,170.2076416015625,13.419333457946777
2015-01-26,61.10197067260742,170.60621643066406,13.770000457763672
2015-01-27,61.13848876953125,168.35581970214844,13.732000350952148
2015-01-28,61.3576774597168,166.1968231201172,13.291333198547363
2015-01-29,61.29194641113281,167.73300170898438,13.680000305175781
2015-01-30,61.628055572509766,165.6238250732422,13.573332786560059
2015-02-02,61.55482864379883,167.67491149902344,14.062666893005371
2015-02-03,61.364479064941406,170.09963989257812,14.557332992553711
2015-02-04,61.38644790649414,169.45199584960938,14.569999694824219
2015-02-05,61.2546501159668,171.16259765625,14.732666969299316
2015-02-06,60.85930633544922,170.68931579589844,14.490667343139648
2015-02-09,60.8374137878418,169.92529296875,14.498666763305664
2015-02-10,60.727535247802734,171.73553466796875,14.419333457946777
2015-02-11,60.727535247802734,171.835205078125,14.186667442321777
2015-02-12,60.75682067871094,173.4876708984375,13.525333404541016
2015-02-13,60.617767333984375,174.20184326171875,13.584667205810547
2015-02-17,60.37614059448242,174.4758758544922,13.623332977294922
2015-02-18,60.544490814208984,174.49252319335938,13.630666732788086
2015-02-19,60.49330520629883,174.36790466308594,14.11400032043457
2015-02-20,60.50786209106445,175.41424560546875,14.473999977111816
2015-02-23,60.63239288330078,175.3893585205078,13.822667121887207
2015-02-24,60.881317138671875,175.8876190185547,13.607333183288574
2015-02-25,60.939857482910156,175.7381591796875,13.583999633789062
2015-02-26,60.7714729309082,175.53057861328125,13.812666893005371
2015-02-27,60.82270431518555,174.9326171875,13.555999755859375
2015-03-02,60.626129150390625,176.03704833984375,13.155332565307617
2015-03-03,60.552833557128906,175.31460571289062,13.303999900817871
2015-03-04,60.552833557128906,174.57553100585938,13.496000289916992
2015-03-05,60.589454650878906,174.7665557861328,13.375332832336426
2015-03-06,60.23733901977539,172.30857849121094,12.925333023071289
2015-03-09,60.31073760986328,173.022705078125,12.725333213806152
2015-03-10,60.54542541503906,170.2159423828125,12.687999725341797
2015-03-11,60.61146545410156,169.81736755371094,12.916000366210938
2015-03-12,60.65547561645508,171.9763946533203,12.73799991607666
2015-03-13,60.59679412841797,170.92176818847656,12.578666687011719
2015-03-16,60.71415710449219,173.2054443359375,13.046667098999023
2015-03-17,60.76552200317383,172.6905059814453,12.982000350952148
2015-03-18,61.139610290527344,174.7665557861328,13.380666732788086
2015-03-19,60.956241607666016,173.9693145751953,13.043333053588867
2015-03-20,61.11756134033203,175.5050048828125,13.20533275604248
2015-03-23,61.1469612121582,175.1630401611328,13.308667182922363
2015-03-24,61.24964904785156,174.1787109375,13.447999954223633
2015-03-25,61.15427780151367,171.6263427734375,12.953332901000977
2015-03-26,60.956241607666016,171.21763610839844,12.694000244140625
2015-03-27,61.014930725097656,171.60963439941406,12.333333015441895
2015-03-30,61.088253021240234,173.7032928466797,12.704667091369629
2015-03-31,61.15427780151367,172.18521118164062,12.584667205810547
2015-04-01,61.39760208129883,171.5762939453125,12.505999565124512
2015-04-02,61.316776275634766,172.19351196289062,12.733332633972168
2015-04-06,61.368221282958984,173.35296630859375,13.539999961853027
2015-04-07,61.40499496459961,172.8942413330078,13.550000190734863
2015-04-08,61.36082077026367,173.4780731201172,13.844667434692383
2015-04-09,61.22854232788086,174.24546813964844,14.005999565124512
2015-04-10,61.19911193847656,175.1963348388672,14.0600004196167
2015-04-13,61.213768005371094,174.4039306640625,13.985333442687988
2015-04-14,61.32411193847656,174.73757934570312,13.830666542053223
